X_world,Y_world,R_world
-1.066487080254412412e+01,7.856928449003190735e+02,1.492815274266863779e-01
-1.280485234812639561e+01,7.717270069598127975e+02,1.053751958306021475e-01
-1.243475300702207598e+01,7.787994954138288222e+02,1.492815274266863779e-01
-1.493660724785299010e+01,7.855716016828117745e+02,1.229377284690358341e-01
-1.136813811293039578e+01,7.767399398890808015e+02,1.492815274266863779e-01
-1.186268524777020161e+01,7.653707428337760348e+02,1.405002611074695207e-01
-1.166998445381999794e+01,7.829671222825070345e+02,1.405002611074695207e-01
-9.958667945882652361e+00,7.770427410976876672e+02,1.317189947882526635e-01
-1.150306828030415751e+01,7.784121033560260230e+02,1.229377284690358341e-01
-1.164051758851734064e+01,7.735581973931033417e+02,1.668440600651200645e-01
-1.275535403110799670e+01,7.820945994430760493e+02,1.053751958306021475e-01
-1.558985450176895782e+01,7.632386652127562456e+02,1.405002611074695207e-01
-9.867558423970589132e+00,7.673483831915152678e+02,1.229377284690358341e-01
-7.716118468360955163e+00,7.710440553742374732e+02,2.107503916612042949e-01
-1.163932334050335626e+01,7.821159600526278837e+02,1.317189947882526635e-01
-8.636330987227900380e+00,7.679565581410680579e+02,1.492815274266863779e-01
-1.814647105570201546e+01,7.754742263486873526e+02,2.019691253419874377e-01
-1.639264899669606024e+01,7.653006131884933438e+02,1.053751958306021475e-01
-1.475527191764742341e+01,7.845645541976631421e+02,1.053751958306021475e-01
-1.586319165348639793e+01,7.760709474791277671e+02,1.229377284690358341e-01
-1.309547291837948357e+01,7.679030767180887551e+02,1.053751958306021475e-01
-1.395164894896511676e+01,7.789945516642573011e+02,7.903139687295160365e-02
-1.083019684484111522e+01,7.739557846921453574e+02,7.903139687295160365e-02
-1.168199935457791483e+01,7.858569190792428572e+02,8.781266319216844696e-02
-1.266777536803794746e+01,7.792576437296454515e+02,7.025013055373476034e-02
-7.676933228627835781e+00,7.782015648134365620e+02,5.268759791530107373e-02
-1.603454429618597388e+01,7.706744216814463471e+02,9.659392951138529027e-02
